"","gallstone_status","age","gender","comorbidity","coronary_artery_disease_cad","hypothyroidism","hyperlipidemia","diabetes_mellitus_dm","height","weight","body_mass_index_bmi","total_body_water_tbw","extracellular_water_ecw","intracellular_water_icw","extracellular_fluid_total_body_water_ecf_tbw","total_body_fat_ratio_tbfr_percent","lean_mass_lm_percent","body_protein_content_protein_percent","visceral_fat_rating_vfr","bone_mass_bm","muscle_mass_mm","obesity_percent","total_fat_content_tfc","visceral_fat_area_vfa","visceral_muscle_area_vma_kg","hepatic_fat_accumulation_hfa","glucose","total_cholesterol_tc","low_density_lipoprotein_ldl","high_density_lipoprotein_hdl","triglyceride","aspartat_aminotransferaz_ast","alanin_aminotransferaz_alt","alkaline_phosphatase_alp","creatinine","glomerular_filtration_rate_gfr","c_reactive_protein_crp","hemoglobin_hgb","vitamin_d"
"body_mass_index_bmi",0.121507205233228,0.235835013326239,0.125153570462104,0.12874765442312,0.0350127185486641,0.0467682149710677,0.0388581284414977,0.144443742509089,-0.219450929713278,0.790874698005774,1,0.335632016018943,0.42964731736796,0.23472983062507,0.211597803562085,0.753274684885164,-0.752073024157225,-0.550718074538332,0.748799372339591,0.289732635537481,0.308942274360731,0.181664466759592,0.90270636174585,0.849625126438172,0.290069818194616,0.566927010000888,0.125367744483568,0.00450998364800475,-0.0357871396378931,-0.0650009024750653,0.173438726791661,0.0231739104806978,0.0706068209825803,0.150627881124216,-0.131232080488228,-0.100273763229635,0.1418530991857,-0.0742167785030813,-0.0947500503827673
"total_body_water_tbw",-0.111232756735865,-0.0832626898536384,-0.740204319481555,0.0381778295703122,0.0633543259267577,-0.0571227641657996,-0.105591620873854,0.0688939860539977,0.713265169573363,0.766921006318438,0.335632016018943,1,0.904350746225643,0.817247287154284,-0.231735525832677,-0.226242498420721,0.232033640429271,0.0845849158923826,0.555851726342016,0.834346322517433,0.928633383417869,-0.00233489802436494,0.174362187284394,0.490523702682525,0.842097173176322,0.376200063913211,0.121849410421334,-0.0379144581032146,-0.00520358651996506,-0.382704573814704,0.325636931541397,0.22786431830173,0.322370687478859,0.0136362169762459,0.466990730703833,-0.0153930122887857,-0.0497698647958117,0.56009501813071,0.0379047971473216
"extracellular_water_ecw",-0.178436433533417,0.00802362907599093,-0.698903173684065,0.113012821752432,0.0915713979764339,-0.046419771290448,-0.0474343557624532,0.104503378717937,0.61082569070856,0.789365033108911,0.42964731736796,0.904350746225643,1,0.7836817318375,0.124123085588655,-0.0972547123243525,0.103223004291715,-0.113378952154789,0.659615968967092,0.820540397570931,0.865197688078247,0.0128848832332561,0.279223711590441,0.567959607249766,0.767504411655591,0.428055563421341,0.128716188908943,-0.0173736929780471,0.0373681589171508,-0.356704972971439,0.285614787905,0.227366879362878,0.306369664602973,0.0177139419436938,0.413714867149393,-0.0308532555336244,-0.075667938179804,0.538972805041356,0.0840038603159185
"intracellular_water_icw",-0.0352744573302803,-0.198591513513878,-0.733073329576863,-0.0358956839957763,0.0348153256398967,-0.063132427883832,-0.132038878422913,0.0142946261526321,0.739121391344682,0.686426633847108,0.23472983062507,0.817247287154284,0.7836817318375,1,-0.395536511036562,-0.315013156974131,0.319642450580576,0.178978611776146,0.410034303556284,0.79377522022091,0.904088220815322,-0.0132129063125614,0.0751622091689268,0.395320117990099,0.802562424275017,0.337128195340462,0.0868884059205598,-0.0575609418896821,-0.0158808045678426,-0.373568525279581,0.314240183709409,0.211334572805997,0.328279168230262,-0.00574165605422588,0.453888242093045,0.0464969582317365,-0.0445640793344222,0.602186352303104,0.0115910640384834
"extracellular_fluid_total_body_water_ecf_tbw",-0.169825837136027,0.326684923037208,0.228834743073369,0.222294158143453,0.0741824124907443,0.0340822452077946,0.1627907164186,0.112956825342552,-0.404556504732161,-0.0556366557566183,0.211597803562085,-0.231735525832677,0.124123085588655,-0.395536511036562,1,0.39746612785942,-0.399562034635397,-0.531180735535344,0.232564663233693,-0.18716220957685,-0.310586976922924,0.0354301486319474,0.257499394941186,0.135150009316498,-0.303840665128685,0.0787785068768133,0.0163613145720347,0.0715003282796705,0.104847081431742,0.11726819753539,-0.134392734548278,-0.0364554411653022,-0.096643517836828,0.0510696862351474,-0.183157278863797,-0.0937288726771717,-0.0533701423463948,-0.180589984987669,0.12774425329125
"total_body_fat_ratio_tbfr_percent",0.225470149430565,0.243447893127926,0.620923247934208,0.0997942083541162,0.0236061954881505,0.0795241412748343,0.141720964467109,0.0627501431711616,-0.528786690292029,0.374816764380827,0.753274684885164,-0.226242498420721,-0.0972547123243525,-0.315013156974131,0.39746612785942,1,-0.994054989620349,-0.67291852204283,0.39466454378579,-0.224419411138253,-0.246536279736657,0.161172056813936,0.866062462177081,0.651718914747665,-0.203871647965561,0.310652006571788,0.0487446849799378,0.0788816270557262,-0.00748799463894391,0.195381346634579,-0.0135765661163816,-0.115314187869309,-0.126609582149607,0.119358820500987,-0.446410375000062,-0.0843161259069974,0.159571894755591,-0.402272876972983,-0.152076267895733
"lean_mass_lm_percent",-0.225749243441581,-0.243380721422506,-0.623558968008137,-0.0935752507129407,-0.0141572135756438,-0.0780806086339051,-0.140231124759437,-0.0550306187384611,0.531643020015217,-0.370677942225958,-0.752073024157225,0.232033640429271,0.103223004291715,0.319642450580576,-0.399562034635397,-0.994054989620349,1,0.672862295489234,-0.39223771342929,0.237617518392153,0.251265051085602,-0.159559512009941,-0.864811281874198,-0.649354680401618,0.210321942473753,-0.314595831584596,-0.0442437999695751,-0.0901845599221539,-0.00290699065930819,-0.192898344536301,0.00602244982919678,0.118915118743332,0.127604584791142,-0.135548572574508,0.444089097600231,0.0838799916919941,-0.158278180309137,0.402383349978039,0.155425447891523
"body_protein_content_protein_percent",-0.0864243088737342,0.0290397516033081,-0.357414242810111,-0.0181269716278554,0.00420034095303314,-0.0331301824262545,-0.114819035369334,-0.0252758673554221,0.41925499093667,-0.255477688939476,-0.550718074538332,0.0845849158923826,-0.113378952154789,0.178978611776146,-0.531180735535344,-0.67291852204283,0.672862295489234,1,-0.277032807939322,0.111010978205102,0.186496615126702,-0.142309758032175,-0.610220756745908,-0.509778695702112,0.214725158507174,-0.255606710423112,-0.0139838785047801,0.0198775961820506,0.0480221049980108,-0.098371131339121,0.0678044824152491,0.0421634669971047,0.0547768104794893,-0.0472816657616776,0.362845993172754,-0.0803810753435419,-0.110068630780488,0.213652433387605,0.0291199139543497
"visceral_fat_rating_vfr",0.0182884453848831,0.531990810315899,-0.328040987652291,0.253402312328903,0.125915832946038,-0.0424767457411475,-0.039983023118112,0.292057058859154,0.0802200857182013,0.763458029666439,0.748799372339591,0.555851726342016,0.659615968967092,0.410034303556284,0.232564663233693,0.39466454378579,-0.39223771342929,-0.277032807939322,1,0.475441697624337,0.522871452445314,0.105388866064655,0.634265339226749,0.805343334321733,0.457868320059778,0.539455004247972,0.228618855926177,0.0359931103224635,0.0221544508814748,-0.163646597632383,0.246040177968679,0.10338571166954,0.170082166466163,0.12517400389394,0.224227732474704,-0.308161449984888,0.0191303701362398,0.236223546513912,0.00230879065526242
"bone_mass_bm",-0.216569580023466,-0.0806661888924508,-0.664633408029644,0.078122563823003,0.0861726270456006,-0.0829841441582327,-0.0916879336296842,0.0804566813895333,0.66076474583931,0.682284114714276,0.289732635537481,0.834346322517433,0.820540397570931,0.79377522022091,-0.18716220957685,-0.224419411138253,0.237617518392153,0.111010978205102,0.475441697624337,1,0.83990089665274,0.00302477597119788,0.140303966905463,0.414058170237694,0.755827265988635,0.309968790124617,0.14452270511293,-0.035398264647607,0.0327054007561317,-0.344326518831649,0.294357852434851,0.18620915802805,0.260295185565023,-0.0234655001627403,0.419776095209552,-0.00919347773899316,-0.0658953042695453,0.524228275955131,0.0553876539071693
"muscle_mass_mm",-0.0932973812676412,-0.101156772487802,-0.742791727023923,0.0362197525860092,0.0649291802984813,-0.0517816457906431,-0.107338787099899,0.0551939679670698,0.765607902791968,0.772424360361456,0.308942274360731,0.928633383417869,0.865197688078247,0.904088220815322,-0.310586976922924,-0.246536279736657,0.251265051085602,0.186496615126702,0.522871452445314,0.83990089665274,1,-0.0133879259457931,0.159952143641677,0.474380274731787,0.864882702613767,0.384464962935005,0.116079412877545,-0.0451610926039095,0.00187186263983166,-0.378949714341364,0.338670539531474,0.227426903118094,0.328077418482256,-0.000759540134145243,0.469382569806567,-0.00153893845123739,-0.0569800319714392,0.573024128375844,-0.000915864652551797
"obesity_percent",0.0539199552117433,0.04547256196071,0.0821909578340212,0.0950223862034244,-0.00244839759416805,-0.00280648018444938,0.00181028334344025,0.164420012670883,-0.133613907734485,0.0875562680992645,0.181664466759592,-0.00233489802436494,0.0128848832332561,-0.0132129063125614,0.0354301486319474,0.161172056813936,-0.159559512009941,-0.142309758032175,0.105388866064655,0.00302477597119788,-0.0133879259457931,1,0.152684715582156,0.117578636590804,-0.0262955679378898,0.143284095251975,0.114104002145663,-0.0156601100084695,-0.0284168736006101,0.0116088007777206,0.023143165076665,0.0247721828868686,0.0142002982631119,-0.00323678204233338,-0.0482992646876957,-0.0187596266051873,0.00965157810373999,-0.0248802615474089,-0.0897964642836174
"total_fat_content_tfc",0.170157881711096,0.195508108719721,0.290961673630057,0.111799079093161,0.039755387668006,0.0509393022957918,0.098224302779033,0.110358023179189,-0.204243878160077,0.717435075351507,0.90270636174585,0.174362187284394,0.279223711590441,0.0751622091689268,0.257499394941186,0.866062462177081,-0.864811281874198,-0.610220756745908,0.634265339226749,0.140303966905463,0.159952143641677,0.152684715582156,1,0.873628062192502,0.154273613350091,0.464345258759264,0.100950440074842,0.0264686867453993,-0.0429155127552188,0.038908907185044,0.113715264632994,-0.0327361346567095,0.0121193970328999,0.12672650040959,-0.248246008084054,-0.0708721707399231,0.136602363231024,-0.173555102529984,-0.158099018480428
"visceral_fat_area_vfa",0.140396759141895,0.146932210581131,-0.089009656391267,0.0917392900621605,0.0750750030181071,-0.0101053729597209,0.0100250337463538,0.125796201806772,0.124302240238019,0.881509144603469,0.849625126438172,0.490523702682525,0.567959607249766,0.395320117990099,0.135150009316498,0.651718914747665,-0.649354680401618,-0.509778695702112,0.805343334321733,0.414058170237694,0.474380274731787,0.117578636590804,0.873628062192502,1,0.409206419738561,0.509292429907843,0.147728512992131,0.015861710453103,-0.0301694312222651,-0.0941501706673408,0.203462798913637,0.0495486925647406,0.116381389796279,0.106621836738028,-0.000675258790180979,-0.0946379243354438,0.0982660275283572,0.125077601122467,-0.117552236014431
"visceral_muscle_area_vma_kg",-0.0729893188819652,-0.056233430356635,-0.640870747933451,0.0305895858934973,0.0585879683591003,-0.0392413219690617,-0.118602319869954,-0.0108174088298463,0.711150281021483,0.714208930379288,0.290069818194616,0.842097173176322,0.767504411655591,0.802562424275017,-0.303840665128685,-0.203871647965561,0.210321942473753,0.214725158507174,0.457868320059778,0.755827265988635,0.864882702613767,-0.0262955679378898,0.154273613350091,0.409206419738561,1,0.331979093308565,0.110376182395307,-0.0292663487062351,-0.00151402533447351,-0.374029799573169,0.355142351583058,0.224958365226804,0.306930185314625,-0.000162589819309041,0.424164079600473,-0.0293840782540721,-0.0383707813655515,0.510914678734656,-0.011056059119543
"hepatic_fat_accumulation_hfa",0.0902677452078829,0.167793036557746,-0.0985644416482138,0.188800655743102,0.0341856783170305,0.0115603528799914,0.0909226772533585,0.238951981558295,0.0423712747406913,0.559008764883499,0.566927010000888,0.376200063913211,0.428055563421341,0.337128195340462,0.0787785068768133,0.310652006571788,-0.314595831584596,-0.255606710423112,0.539455004247972,0.309968790124617,0.384464962935005,0.143284095251975,0.464345258759264,0.509292429907843,0.331979093308565,1,0.163191397383133,0.0215874985863843,-0.0178027420296067,-0.129691530707166,0.346881406061728,0.0931893246246597,0.148676668905667,0.0283241120362209,0.0377037414131322,-0.0894300946089636,0.0856692018272726,0.141732471460932,0.00984756695591169
"glucose",-0.0114980183339339,0.148504260878763,-0.10441112708998,0.248474707796583,0.118010024820196,0.013445538750206,-0.0275391373339623,0.44266292544763,0.0300663142621746,0.139238970651588,0.125367744483568,0.121849410421334,0.128716188908943,0.0868884059205598,0.0163613145720347,0.0487446849799378,-0.0442437999695751,-0.0139838785047801,0.228618855926177,0.14452270511293,0.116079412877545,0.114104002145663,0.100950440074842,0.147728512992131,0.110376182395307,0.163191397383133,1,0.0830418392404724,0.0427916323308356,-0.113648951971902,0.340377677560941,-0.0467175225472376,-0.00558173469452251,0.190717889701725,0.104070276510488,-0.139885170478814,-0.0396046550343781,0.140698963508076,-0.036566304675838
"total_cholesterol_tc",0.0141000460542743,0.159004882702771,0.0794986750347989,0.0875412127651619,-0.111411327878325,0.0569959817158667,0.104894099503126,0.0535855651582679,-0.0270246479203168,-0.00579083347493089,0.00450998364800475,-0.0379144581032146,-0.0173736929780471,-0.0575609418896821,0.0715003282796705,0.0788816270557262,-0.0901845599221539,0.0198775961820506,0.0359931103224635,-0.035398264647607,-0.0451610926039095,-0.0156601100084695,0.0264686867453993,0.015861710453103,-0.0292663487062351,0.0215874985863843,0.0830418392404724,1,0.865820706854151,0.200755658493374,0.326705963675574,0.00909176098849498,0.00806412707306293,0.0432668125007596,0.0421028365322493,-0.0400483088648214,-0.0479290752670438,0.0876830570807288,-0.00782370392582177
"low_density_lipoprotein_ldl",-0.0564687480599915,0.116586604682282,-0.00707506663285836,0.0836200361053812,-0.0855566600730812,0.00301531729844782,0.108773477034537,0.0343381124400779,0.0123591562722172,-0.023250460544007,-0.0357871396378931,-0.00520358651996506,0.0373681589171508,-0.0158808045678426,0.104847081431742,-0.00748799463894391,-0.00290699065930819,0.0480221049980108,0.0221544508814748,0.0327054007561317,0.00187186263983166,-0.0284168736006101,-0.0429155127552188,-0.0301694312222651,-0.00151402533447351,-0.0178027420296067,0.0427916323308356,0.865820706854151,1,0.040132187264007,0.157004006911861,0.0529555246342328,0.0414094912111387,0.0626337529879779,0.0462062738475735,0.0173543874805913,-0.0515569420126648,0.109977011806925,0.0371485988177104
"high_density_lipoprotein_hdl",0.158621815474635,0.103680531882046,0.370332558946398,-0.102533839582287,-0.0714369221416513,0.00826168502988068,0.0670832708492683,-0.107639488482259,-0.312972141746901,-0.250388888842881,-0.0650009024750653,-0.382704573814704,-0.356704972971439,-0.373568525279581,0.11726819753539,0.195381346634579,-0.192898344536301,-0.098371131339121,-0.163646597632383,-0.344326518831649,-0.378949714341364,0.0116088007777206,0.038908907185044,-0.0941501706673408,-0.374029799573169,-0.129691530707166,-0.113648951971902,0.200755658493374,0.040132187264007,1,-0.351126953561415,-0.105746106081756,-0.101853546888914,-0.0491465925800794,-0.26022336889963,-0.0522772155343335,0.0289161131879723,-0.29737690662554,-0.0165337827423099
"triglyceride",-0.0508346493187436,0.058043251224046,-0.209787345215391,0.172305547210635,0.0279743191732497,0.0461880888712096,-0.024614886635564,0.208226406570775,0.236024572309876,0.311733846600451,0.173438726791661,0.325636931541397,0.285614787905,0.314240183709409,-0.134392734548278,-0.0135765661163816,0.00602244982919678,0.0678044824152491,0.246040177968679,0.294357852434851,0.338670539531474,0.023143165076665,0.113715264632994,0.203462798913637,0.355142351583058,0.346881406061728,0.340377677560941,0.326705963675574,0.157004006911861,-0.351126953561415,1,0.103122037135141,0.138107416947941,0.0790058736523405,0.225484908178896,-0.0620801922680094,-0.0357429724303584,0.321388468552254,-0.0847339416339841
"aspartat_aminotransferaz_ast",-0.134910207662668,-0.0569295328329741,-0.228503801492788,-0.0456098845460512,-0.0259114143753249,-0.0206276983468055,-0.0474761405841248,-0.0734796518866471,0.17551065311041,0.13356817242009,0.0231739104806978,0.22786431830173,0.227366879362878,0.211334572805997,-0.0364554411653022,-0.115314187869309,0.118915118743332,0.0421634669971047,0.10338571166954,0.18620915802805,0.227426903118094,0.0247721828868686,-0.0327361346567095,0.0495486925647406,0.224958365226804,0.0931893246246597,-0.0467175225472376,0.00909176098849498,0.0529555246342328,-0.105746106081756,0.103122037135141,1,0.853426204311036,0.0490453987315821,0.0916057775532737,0.0785180554722835,-0.0702662061522629,0.20900848014695,0.0294991709399172
"alanin_aminotransferaz_alt",-0.0419369166514352,-0.0601625678448004,-0.31055124891201,-0.0217053202047219,-0.0232389695086547,-0.0310781553871771,-0.0574976913587155,-0.038839577119726,0.248800185190227,0.227678492168769,0.0706068209825803,0.322370687478859,0.306369664602973,0.328279168230262,-0.096643517836828,-0.126609582149607,0.127604584791142,0.0547768104794893,0.170082166466163,0.260295185565023,0.328077418482256,0.0142002982631119,0.0121193970328999,0.116381389796279,0.306930185314625,0.148676668905667,-0.00558173469452251,0.00806412707306293,0.0414094912111387,-0.101853546888914,0.138107416947941,0.853426204311036,1,0.142624797541778,0.158613100450847,0.0472482473130618,-0.0635444987448154,0.280928253876956,-0.0337069707886803
"alkaline_phosphatase_alp",0.109882144647716,0.121376404295854,0.0226813608212799,-0.0736632328695825,-0.0391366320975476,0.00547903502830179,-0.00905149002856017,0.0270556780437279,-0.0679622752274749,0.0847052710414666,0.150627881124216,0.0136362169762459,0.0177139419436938,-0.00574165605422588,0.0510696862351474,0.119358820500987,-0.135548572574508,-0.0472816657616776,0.12517400389394,-0.0234655001627403,-0.000759540134145243,-0.00323678204233338,0.12672650040959,0.106621836738028,-0.000162589819309041,0.0283241120362209,0.190717889701725,0.0432668125007596,0.0626337529879779,-0.0491465925800794,0.0790058736523405,0.0490453987315821,0.142624797541778,1,-0.0159390858497805,-0.0765925253020068,0.0656930435643843,0.0248535651003428,-0.0818522489668684
"creatinine",-0.132283356397391,0.106189722052615,-0.631499359514273,0.0366776344999206,0.038595815569416,-0.0822710093050458,-0.151922894472206,0.0168685029002573,0.474618248476537,0.175979973664225,-0.131232080488228,0.466990730703833,0.413714867149393,0.453888242093045,-0.183157278863797,-0.446410375000062,0.444089097600231,0.362845993172754,0.224227732474704,0.419776095209552,0.469382569806567,-0.0482992646876957,-0.248246008084054,-0.000675258790180979,0.424164079600473,0.0377037414131322,0.104070276510488,0.0421028365322493,0.0462062738475735,-0.26022336889963,0.225484908178896,0.0916057775532737,0.158613100450847,-0.0159390858497805,1,-0.473715709524798,-0.0490096457296316,0.500545760038647,0.0920674532906415
"glomerular_filtration_rate_gfr",-0.028275773543924,-0.555640123432952,0.0240716522192584,-0.192766732552389,-0.0364099019732346,0.00174281706451161,0.0544943447116747,-0.137199523916196,0.0907860200264125,-0.0435291196115646,-0.100273763229635,-0.0153930122887857,-0.0308532555336244,0.0464969582317365,-0.0937288726771717,-0.0843161259069974,0.0838799916919941,-0.0803810753435419,-0.308161449984888,-0.00919347773899316,-0.00153893845123739,-0.0187596266051873,-0.0708721707399231,-0.0946379243354438,-0.0293840782540721,-0.0894300946089636,-0.139885170478814,-0.0400483088648214,0.0173543874805913,-0.0522772155343335,-0.0620801922680094,0.0785180554722835,0.0472482473130618,-0.0765925253020068,-0.473715709524798,1,-0.145863867847201,-0.0246208435515153,-0.0666329001404619
"c_reactive_protein_crp",0.281994854931243,-0.00282617261524624,0.104153913379017,-0.0512178282989393,-0.0399713928375594,0.0814599680483569,-0.0181932957151721,-0.0246460765257551,-0.101731775213003,0.0498458805602971,0.1418530991857,-0.0497698647958117,-0.075667938179804,-0.0445640793344222,-0.0533701423463948,0.159571894755591,-0.158278180309137,-0.110068630780488,0.0191303701362398,-0.0658953042695453,-0.0569800319714392,0.00965157810373999,0.136602363231024,0.0982660275283572,-0.0383707813655515,0.0856692018272726,-0.0396046550343781,-0.0479290752670438,-0.0515569420126648,0.0289161131879723,-0.0357429724303584,-0.0702662061522629,-0.0635444987448154,0.0656930435643843,-0.0490096457296316,-0.145863867847201,1,-0.182448657420435,-0.051235351216065
